,player_name,pitcher,stand,pitch_type,PitchesThrown,TotalPC,%,BatterName,batter
63,Aaron Nola,605400,L,CH,234,1257,0.18615751789976134,L,
64,Aaron Nola,605400,L,CU,362,1257,0.28798727128082735,L,
65,Aaron Nola,605400,L,FC,72,1257,0.057279236276849645,L,
66,Aaron Nola,605400,L,FF,437,1257,0.34765314240254575,L,
67,Aaron Nola,605400,L,SI,152,1257,0.12092283214001591,L,
68,Aaron Nola,605400,R,CH,61,756,0.08068783068783068,R,
69,Aaron Nola,605400,R,CU,225,756,0.2976190476190476,R,
70,Aaron Nola,605400,R,FC,86,756,0.11375661375661375,R,
71,Aaron Nola,605400,R,FF,168,756,0.2222222222222222,R,
72,Aaron Nola,605400,R,SI,216,756,0.2857142857142857,R,
430,Antonio Senzatela,622608,L,CH,171,1307,0.13083397092578425,L,
431,Antonio Senzatela,622608,L,CU,214,1307,0.1637337413925019,L,
432,Antonio Senzatela,622608,L,FC,27,1307,0.020657995409334353,L,
433,Antonio Senzatela,622608,L,FF,714,1307,0.5462892119357307,L,
434,Antonio Senzatela,622608,L,SI,59,1307,0.045141545524101,L,
435,Antonio Senzatela,622608,L,SL,122,1307,0.09334353481254781,L,
436,Antonio Senzatela,622608,R,CH,25,1219,0.020508613617719443,R,
437,Antonio Senzatela,622608,R,CU,141,1219,0.11566858080393766,R,
438,Antonio Senzatela,622608,R,FC,29,1219,0.02378999179655455,R,
439,Antonio Senzatela,622608,R,FF,591,1219,0.48482362592288764,R,
440,Antonio Senzatela,622608,R,SI,86,1219,0.07054963084495489,R,
441,Antonio Senzatela,622608,R,SL,347,1219,0.28465955701394585,R,
1313,Carmen Mlodzinski,669387,L,CH,177,1031,0.1716779825412221,L,
1314,Carmen Mlodzinski,669387,L,CU,121,1031,0.11736178467507274,L,
1315,Carmen Mlodzinski,669387,L,FC,3,1031,0.002909796314258002,L,
1316,Carmen Mlodzinski,669387,L,FF,413,1031,0.4005819592628516,L,
1317,Carmen Mlodzinski,669387,L,FS,104,1031,0.1008729388942774,L,
1318,Carmen Mlodzinski,669387,L,SI,38,1031,0.03685741998060136,L,
1319,Carmen Mlodzinski,669387,L,SL,94,1031,0.09117361784675072,L,
1320,Carmen Mlodzinski,669387,L,ST,81,1031,0.07856450048496605,L,
1321,Carmen Mlodzinski,669387,R,CH,60,1040,0.057692307692307696,R,
1322,Carmen Mlodzinski,669387,R,CU,88,1040,0.08461538461538462,R,
1323,Carmen Mlodzinski,669387,R,FC,2,1040,0.0019230769230769232,R,
1324,Carmen Mlodzinski,669387,R,FF,306,1040,0.29423076923076924,R,
1325,Carmen Mlodzinski,669387,R,FS,28,1040,0.026923076923076925,R,
1326,Carmen Mlodzinski,669387,R,SI,287,1040,0.2759615384615385,R,
1327,Carmen Mlodzinski,669387,R,SL,169,1040,0.1625,R,
1328,Carmen Mlodzinski,669387,R,ST,100,1040,0.09615384615384616,R,
1626,Chris Sale,519242,L,CH,8,486,0.01646090534979424,L,
1627,Chris Sale,519242,L,FF,149,486,0.3065843621399177,L,
1628,Chris Sale,519242,L,SI,84,486,0.1728395061728395,L,
1629,Chris Sale,519242,L,SL,245,486,0.5041152263374485,L,
1630,Chris Sale,519242,R,CH,184,1987,0.0926019124308002,R,
1631,Chris Sale,519242,R,FF,874,1987,0.439859084046301,R,
1632,Chris Sale,519242,R,SI,20,1987,0.010065425264217413,R,
1633,Chris Sale,519242,R,SL,909,1987,0.45747357825868146,R,
1897,Connelly Early,813349,L,CH,7,186,0.03763440860215054,L,
1898,Connelly Early,813349,L,CU,11,186,0.05913978494623656,L,
1899,Connelly Early,813349,L,FF,37,186,0.1989247311827957,L,
1900,Connelly Early,813349,L,SI,70,186,0.3763440860215054,L,
1901,Connelly Early,813349,L,SL,22,186,0.11827956989247312,L,
1902,Connelly Early,813349,L,ST,39,186,0.20967741935483872,L,
1903,Connelly Early,813349,R,CH,154,584,0.2636986301369863,R,
1904,Connelly Early,813349,R,CU,114,584,0.1952054794520548,R,
1905,Connelly Early,813349,R,FF,206,584,0.3527397260273973,R,
1906,Connelly Early,813349,R,SI,45,584,0.07705479452054795,R,
1907,Connelly Early,813349,R,SL,59,584,0.10102739726027397,R,
1908,Connelly Early,813349,R,ST,6,584,0.010273972602739725,R,
2325,Dylan Cease,656302,L,CH,79,1777,0.04445694991558807,L,
2326,Dylan Cease,656302,L,CU,236,1777,0.13280810354530106,L,
2327,Dylan Cease,656302,L,FF,761,1777,0.4282498593134496,L,
2328,Dylan Cease,656302,L,SI,61,1777,0.03432751828925155,L,
2329,Dylan Cease,656302,L,SL,617,1777,0.34721440630275746,L,
2330,Dylan Cease,656302,L,ST,23,1777,0.012943162633652222,L,
2331,Dylan Cease,656302,R,CH,2,1762,0.0011350737797956867,R,
2332,Dylan Cease,656302,R,CU,57,1762,0.03234960272417707,R,
2333,Dylan Cease,656302,R,FF,682,1762,0.3870601589103292,R,
2334,Dylan Cease,656302,R,SI,129,1762,0.07321225879682179,R,
2335,Dylan Cease,656302,R,SL,768,1762,0.4358683314415437,R,
2336,Dylan Cease,656302,R,ST,124,1762,0.07037457434733257,R,
2488,Emerson Hancock,676106,L,CH,249,1034,0.24081237911025144,L,
2489,Emerson Hancock,676106,L,FC,24,1034,0.02321083172147002,L,
2490,Emerson Hancock,676106,L,FF,345,1034,0.33365570599613154,L,
2491,Emerson Hancock,676106,L,SI,306,1034,0.29593810444874274,L,
2492,Emerson Hancock,676106,L,SL,57,1034,0.0551257253384913,L,
2493,Emerson Hancock,676106,L,ST,53,1034,0.05125725338491296,L,
2494,Emerson Hancock,676106,R,CH,63,839,0.07508939213349225,R,
2495,Emerson Hancock,676106,R,FC,14,839,0.0166865315852205,R,
2496,Emerson Hancock,676106,R,FF,186,839,0.22169249106078665,R,
2497,Emerson Hancock,676106,R,SI,361,839,0.4302741358760429,R,
2498,Emerson Hancock,676106,R,SL,107,839,0.12753277711561384,R,
2499,Emerson Hancock,676106,R,ST,108,839,0.12872467222884387,R,
2680,Foster Griffin,656492,L,CU,10,143,0.06993006993006994,L,
2681,Foster Griffin,656492,L,FC,39,143,0.2727272727272727,L,
2682,Foster Griffin,656492,L,FF,21,143,0.14685314685314685,L,
2683,Foster Griffin,656492,L,FS,10,143,0.06993006993006994,L,
2684,Foster Griffin,656492,L,SI,26,143,0.18181818181818182,L,
2685,Foster Griffin,656492,L,ST,37,143,0.25874125874125875,L,
2686,Foster Griffin,656492,R,CH,55,303,0.18151815181518152,R,
2687,Foster Griffin,656492,R,CU,28,303,0.0924092409240924,R,
2688,Foster Griffin,656492,R,FC,95,303,0.31353135313531355,R,
2689,Foster Griffin,656492,R,FF,48,303,0.15841584158415842,R,
2690,Foster Griffin,656492,R,FS,31,303,0.10231023102310231,R,
2691,Foster Griffin,656492,R,SI,27,303,0.0891089108910891,R,
2692,Foster Griffin,656492,R,ST,19,303,0.0627062706270627,R,
3246,J.T. Ginn,669372,L,CH,181,886,0.20428893905191872,L,
3247,J.T. Ginn,669372,L,FC,217,886,0.24492099322799096,L,
3248,J.T. Ginn,669372,L,FF,34,886,0.03837471783295711,L,
3249,J.T. Ginn,669372,L,SI,320,886,0.3611738148984199,L,
3250,J.T. Ginn,669372,L,SL,134,886,0.15124153498871332,L,
3251,J.T. Ginn,669372,R,CH,27,1031,0.026188166828322017,R,
3252,J.T. Ginn,669372,R,FC,59,1031,0.05722599418040737,R,
3253,J.T. Ginn,669372,R,FF,13,1031,0.012609117361784675,R,
3254,J.T. Ginn,669372,R,SI,603,1031,0.5848690591658584,R,
3255,J.T. Ginn,669372,R,SL,329,1031,0.31910766246362754,R,
3682,Jesse Scholtens,669947,L,CH,1,153,0.006535947712418301,L,
3683,Jesse Scholtens,669947,L,FC,4,153,0.026143790849673203,L,
3684,Jesse Scholtens,669947,L,FF,56,153,0.3660130718954248,L,
3685,Jesse Scholtens,669947,L,FS,18,153,0.11764705882352941,L,
3686,Jesse Scholtens,669947,L,SI,7,153,0.0457516339869281,L,
3687,Jesse Scholtens,669947,L,SL,65,153,0.42483660130718953,L,
3688,Jesse Scholtens,669947,L,ST,2,153,0.013071895424836602,L,
3689,Jesse Scholtens,669947,R,FC,7,234,0.029914529914529916,R,
3690,Jesse Scholtens,669947,R,FF,54,234,0.23076923076923078,R,
3691,Jesse Scholtens,669947,R,SI,59,234,0.25213675213675213,R,
3692,Jesse Scholtens,669947,R,SL,61,234,0.2606837606837607,R,
3693,Jesse Scholtens,669947,R,ST,53,234,0.2264957264957265,R,
4406,Justin Wrobleski,680736,L,CH,1,364,0.0027472527472527475,L,
4407,Justin Wrobleski,680736,L,CU,18,364,0.04945054945054945,L,
4408,Justin Wrobleski,680736,L,FC,10,364,0.027472527472527472,L,
4409,Justin Wrobleski,680736,L,FF,83,364,0.22802197802197802,L,
4410,Justin Wrobleski,680736,L,SI,122,364,0.33516483516483514,L,
4411,Justin Wrobleski,680736,L,SL,130,364,0.35714285714285715,L,
4412,Justin Wrobleski,680736,R,CH,43,1053,0.04083570750237417,R,
4413,Justin Wrobleski,680736,R,CU,101,1053,0.09591642924976258,R,
4414,Justin Wrobleski,680736,R,FC,158,1053,0.15004748338081672,R,
4415,Justin Wrobleski,680736,R,FF,396,1053,0.37606837606837606,R,
4416,Justin Wrobleski,680736,R,SI,115,1053,0.10921177587844255,R,
4417,Justin Wrobleski,680736,R,SL,240,1053,0.22792022792022792,R,
4459,Keider Montero,672456,L,CH,207,920,0.225,L,
4460,Keider Montero,672456,L,CU,163,920,0.17717391304347826,L,
4461,Keider Montero,672456,L,FF,401,920,0.4358695652173913,L,
4462,Keider Montero,672456,L,SI,19,920,0.020652173913043477,L,
4463,Keider Montero,672456,L,SL,130,920,0.14130434782608695,L,
4464,Keider Montero,672456,R,CH,38,867,0.04382929642445214,R,
4465,Keider Montero,672456,R,CU,83,867,0.09573241061130335,R,
4466,Keider Montero,672456,R,FF,160,867,0.1845444059976932,R,
4467,Keider Montero,672456,R,SI,342,867,0.3944636678200692,R,
4468,Keider Montero,672456,R,SL,243,867,0.28027681660899656,R,
4469,Keider Montero,672456,R,ST,1,867,0.0011534025374855825,R,
4616,Kumar Rocker,677958,L,CH,100,846,0.1182033096926714,L,
4617,Kumar Rocker,677958,L,CU,50,846,0.0591016548463357,L,
4618,Kumar Rocker,677958,L,FC,168,846,0.19858156028368795,L,
4619,Kumar Rocker,677958,L,FF,149,846,0.17612293144208038,L,
4620,Kumar Rocker,677958,L,SI,229,846,0.2706855791962175,L,
4621,Kumar Rocker,677958,L,SL,150,846,0.1773049645390071,L,
4622,Kumar Rocker,677958,R,CH,3,629,0.0047694753577106515,R,
4623,Kumar Rocker,677958,R,CU,21,629,0.033386327503974564,R,
4624,Kumar Rocker,677958,R,FC,136,629,0.21621621621621623,R,
4625,Kumar Rocker,677958,R,FF,90,629,0.14308426073131955,R,
4626,Kumar Rocker,677958,R,SI,219,629,0.3481717011128776,R,
4627,Kumar Rocker,677958,R,SL,160,629,0.2543720190779014,R,
4633,Kyle Bradish,680694,L,CU,130,621,0.20933977455716588,L,
4634,Kyle Bradish,680694,L,FF,153,621,0.2463768115942029,L,
4635,Kyle Bradish,680694,L,SI,173,621,0.2785829307568438,L,
4636,Kyle Bradish,680694,L,SL,165,621,0.26570048309178745,L,
4637,Kyle Bradish,680694,R,CU,19,334,0.05688622754491018,R,
4638,Kyle Bradish,680694,R,FF,31,334,0.09281437125748503,R,
4639,Kyle Bradish,680694,R,SI,123,334,0.36826347305389223,R,
4640,Kyle Bradish,680694,R,SL,161,334,0.4820359281437126,R,
4674,Kyle Harrison,690986,L,CH,1,265,0.0037735849056603774,L,
4675,Kyle Harrison,690986,L,FF,166,265,0.6264150943396226,L,
4676,Kyle Harrison,690986,L,SI,4,265,0.01509433962264151,L,
4677,Kyle Harrison,690986,L,SV,94,265,0.35471698113207545,L,
4678,Kyle Harrison,690986,R,CH,86,647,0.13292117465224113,R,
4679,Kyle Harrison,690986,R,FC,15,647,0.023183925811437404,R,
4680,Kyle Harrison,690986,R,FF,383,647,0.5919629057187017,R,
4681,Kyle Harrison,690986,R,SI,9,647,0.013910355486862442,R,
4682,Kyle Harrison,690986,R,SL,7,647,0.010819165378670788,R,
4683,Kyle Harrison,690986,R,SV,147,647,0.22720247295208656,R,
4760,Landen Roupp,694738,L,CH,286,1283,0.22291504286827749,L,
4761,Landen Roupp,694738,L,CU,377,1283,0.2938425565081839,L,
4762,Landen Roupp,694738,L,FC,125,1283,0.09742790335151988,L,
4763,Landen Roupp,694738,L,FF,18,1283,0.014029618082618862,L,
4764,Landen Roupp,694738,L,SI,477,1283,0.37178487918939984,L,
4765,Landen Roupp,694738,R,CH,115,1037,0.11089681774349083,R,
4766,Landen Roupp,694738,R,CU,415,1037,0.40019286403085824,R,
4767,Landen Roupp,694738,R,FC,53,1037,0.05110896817743491,R,
4768,Landen Roupp,694738,R,FF,8,1037,0.007714561234329798,R,
4769,Landen Roupp,694738,R,SI,446,1037,0.43008678881388623,R,
4999,Luis Gil,661563,L,CH,151,651,0.23195084485407066,L,
5000,Luis Gil,661563,L,FF,360,651,0.5529953917050692,L,
5001,Luis Gil,661563,L,SI,7,651,0.010752688172043012,L,
5002,Luis Gil,661563,L,SL,133,651,0.20430107526881722,L,
5003,Luis Gil,661563,R,CH,135,573,0.2356020942408377,R,
5004,Luis Gil,661563,R,FF,234,573,0.4083769633507853,R,
5005,Luis Gil,661563,R,SI,35,573,0.06108202443280977,R,
5006,Luis Gil,661563,R,SL,169,573,0.2949389179755672,R,
5387,Max Meyer,676974,L,CH,197,761,0.2588699080157687,L,
5388,Max Meyer,676974,L,FF,191,761,0.25098554533508544,L,
5389,Max Meyer,676974,L,SI,37,761,0.04862023653088042,L,
5390,Max Meyer,676974,L,SL,259,761,0.3403416557161629,L,
5391,Max Meyer,676974,L,ST,77,761,0.1011826544021025,L,
5392,Max Meyer,676974,R,CH,43,708,0.06073446327683616,R,
5393,Max Meyer,676974,R,FF,125,708,0.1765536723163842,R,
5394,Max Meyer,676974,R,SI,165,708,0.2330508474576271,R,
5395,Max Meyer,676974,R,SL,225,708,0.3177966101694915,R,
5396,Max Meyer,676974,R,ST,150,708,0.211864406779661,R,
5458,Michael King,650633,L,CH,313,949,0.32982086406743943,L,
5459,Michael King,650633,L,FF,244,949,0.2571127502634352,L,
5460,Michael King,650633,L,SI,234,949,0.2465753424657534,L,
5461,Michael King,650633,L,SL,25,949,0.026343519494204427,L,
5462,Michael King,650633,L,ST,133,949,0.14014752370916755,L,
5463,Michael King,650633,R,CH,68,718,0.0947075208913649,R,
5464,Michael King,650633,R,FF,129,718,0.1796657381615599,R,
5465,Michael King,650633,R,SI,269,718,0.3746518105849582,R,
5466,Michael King,650633,R,SL,64,718,0.08913649025069638,R,
5467,Michael King,650633,R,ST,188,718,0.2618384401114206,R,
5489,Michael McGreevy,700241,L,CH,222,1056,0.21022727272727273,L,
5490,Michael McGreevy,700241,L,CU,157,1056,0.14867424242424243,L,
5491,Michael McGreevy,700241,L,FC,182,1056,0.17234848484848486,L,
5492,Michael McGreevy,700241,L,FF,377,1056,0.35700757575757575,L,
5493,Michael McGreevy,700241,L,SI,42,1056,0.03977272727272727,L,
5494,Michael McGreevy,700241,L,SL,23,1056,0.021780303030303032,L,
5495,Michael McGreevy,700241,L,ST,53,1056,0.050189393939393936,L,
5496,Michael McGreevy,700241,R,CH,28,838,0.03341288782816229,R,
5497,Michael McGreevy,700241,R,CU,67,838,0.07995226730310262,R,
5498,Michael McGreevy,700241,R,FC,18,838,0.021479713603818614,R,
5499,Michael McGreevy,700241,R,FF,116,838,0.13842482100238662,R,
5500,Michael McGreevy,700241,R,SI,330,838,0.3937947494033413,R,
5501,Michael McGreevy,700241,R,SL,11,838,0.013126491646778043,R,
5502,Michael McGreevy,700241,R,ST,268,838,0.3198090692124105,R,
5870,Nolan McLean,690997,L,CH,99,699,0.14163090128755365,L,
5871,Nolan McLean,690997,L,CU,110,699,0.15736766809728184,L,
5872,Nolan McLean,690997,L,FC,82,699,0.11731044349070101,L,
5873,Nolan McLean,690997,L,FF,106,699,0.15164520743919885,L,
5874,Nolan McLean,690997,L,SI,179,699,0.25608011444921314,L,
5875,Nolan McLean,690997,L,ST,123,699,0.1759656652360515,L,
5876,Nolan McLean,690997,R,CH,19,511,0.03718199608610567,R,
5877,Nolan McLean,690997,R,CU,54,511,0.10567514677103718,R,
5878,Nolan McLean,690997,R,FC,28,511,0.0547945205479452,R,
5879,Nolan McLean,690997,R,FF,75,511,0.14677103718199608,R,
5880,Nolan McLean,690997,R,SI,192,511,0.37573385518590996,R,
5881,Nolan McLean,690997,R,ST,143,511,0.27984344422700586,R,
6218,Reid Detmers,672282,L,CH,3,451,0.0066518847006651885,L,
6219,Reid Detmers,672282,L,CU,52,451,0.11529933481152993,L,
6220,Reid Detmers,672282,L,FF,149,451,0.3303769401330377,L,
6221,Reid Detmers,672282,L,SI,35,451,0.07760532150776053,L,
6222,Reid Detmers,672282,L,SL,212,451,0.4700665188470067,L,
6223,Reid Detmers,672282,R,CH,45,1113,0.04043126684636118,R,
6224,Reid Detmers,672282,R,CU,224,1113,0.20125786163522014,R,
6225,Reid Detmers,672282,R,FF,528,1113,0.4743935309973046,R,
6226,Reid Detmers,672282,R,FS,6,1113,0.005390835579514825,R,
6227,Reid Detmers,672282,R,PO,1,1113,0.0008984725965858042,R,
6228,Reid Detmers,672282,R,SI,17,1113,0.015274034141958671,R,
6229,Reid Detmers,672282,R,SL,292,1113,0.26235399820305483,R,
6243,Rhett Lowder,695076,L,CH,76,281,0.2704626334519573,L,
6244,Rhett Lowder,695076,L,FF,85,281,0.302491103202847,L,
6245,Rhett Lowder,695076,L,SI,67,281,0.23843416370106763,L,
6246,Rhett Lowder,695076,L,SL,53,281,0.18861209964412812,L,
6247,Rhett Lowder,695076,R,CH,18,165,0.10909090909090909,R,
6248,Rhett Lowder,695076,R,FF,23,165,0.1393939393939394,R,
6249,Rhett Lowder,695076,R,SI,70,165,0.42424242424242425,R,
6250,Rhett Lowder,695076,R,SL,54,165,0.32727272727272727,R,
6624,Ryne Nelson,669194,L,CH,69,1324,0.05211480362537765,L,
6625,Ryne Nelson,669194,L,CU,212,1324,0.16012084592145015,L,
6626,Ryne Nelson,669194,L,FC,163,1324,0.12311178247734139,L,
6627,Ryne Nelson,669194,L,FF,828,1324,0.6253776435045317,L,
6628,Ryne Nelson,669194,L,SL,52,1324,0.03927492447129909,L,
6629,Ryne Nelson,669194,R,CH,1,1513,0.0006609385327164573,R,
6630,Ryne Nelson,669194,R,CU,104,1513,0.06873760740251157,R,
6631,Ryne Nelson,669194,R,FC,160,1513,0.10575016523463318,R,
6632,Ryne Nelson,669194,R,FF,924,1513,0.6107072042300066,R,
6633,Ryne Nelson,669194,R,SL,324,1513,0.21414408460013218,R,
6759,Sean Burke,680732,L,CH,170,1557,0.10918432883750803,L,
6760,Sean Burke,680732,L,CU,441,1557,0.2832369942196532,L,
6761,Sean Burke,680732,L,FF,730,1557,0.46885035324341684,L,
6762,Sean Burke,680732,L,SI,46,1557,0.029543994861913937,L,
6763,Sean Burke,680732,L,SL,170,1557,0.10918432883750803,L,
6764,Sean Burke,680732,R,CH,8,1280,0.00625,R,
6765,Sean Burke,680732,R,CU,226,1280,0.1765625,R,
6766,Sean Burke,680732,R,FF,454,1280,0.3546875,R,
6767,Sean Burke,680732,R,SI,153,1280,0.11953125,R,
6768,Sean Burke,680732,R,SL,439,1280,0.34296875,R,
6837,Seth Lugo,607625,L,CH,220,1708,0.1288056206088993,L,
6838,Seth Lugo,607625,L,CS,53,1708,0.031030444964871194,L,
6839,Seth Lugo,607625,L,CU,400,1708,0.234192037470726,L,
6840,Seth Lugo,607625,L,FC,247,1708,0.1446135831381733,L,
6841,Seth Lugo,607625,L,FF,381,1708,0.2230679156908665,L,
6842,Seth Lugo,607625,L,FS,3,1708,0.001756440281030445,L,
6843,Seth Lugo,607625,L,SI,203,1708,0.11885245901639344,L,
6844,Seth Lugo,607625,L,SL,64,1708,0.03747072599531616,L,
6845,Seth Lugo,607625,L,ST,37,1708,0.021662763466042154,L,
6846,Seth Lugo,607625,L,SV,100,1708,0.0585480093676815,L,
6847,Seth Lugo,607625,R,CH,46,1129,0.04074402125775022,R,
6848,Seth Lugo,607625,R,CS,72,1129,0.0637732506643047,R,
6849,Seth Lugo,607625,R,CU,110,1129,0.09743135518157661,R,
6850,Seth Lugo,607625,R,FC,144,1129,0.1275465013286094,R,
6851,Seth Lugo,607625,R,FF,200,1129,0.1771479185119575,R,
6852,Seth Lugo,607625,R,FS,8,1129,0.0070859167404783,R,
6853,Seth Lugo,607625,R,SI,243,1129,0.21523472099202834,R,
6854,Seth Lugo,607625,R,SL,134,1129,0.11868910540301152,R,
6855,Seth Lugo,607625,R,ST,38,1129,0.03365810451727192,R,
6856,Seth Lugo,607625,R,SV,134,1129,0.11868910540301152,R,
6975,Shota Imanaga,684007,L,CU,2,681,0.002936857562408223,L,
6976,Shota Imanaga,684007,L,FF,323,681,0.47430249632892807,L,
6977,Shota Imanaga,684007,L,FS,86,681,0.1262848751835536,L,
6978,Shota Imanaga,684007,L,SI,31,681,0.04552129221732746,L,
6979,Shota Imanaga,684007,L,SL,5,681,0.007342143906020558,L,
6980,Shota Imanaga,684007,L,ST,234,681,0.3436123348017621,L,
6981,Shota Imanaga,684007,R,CU,44,1953,0.022529441884280594,R,
6982,Shota Imanaga,684007,R,FF,941,1953,0.48182283666154635,R,
6983,Shota Imanaga,684007,R,FS,750,1953,0.38402457757296465,R,
6984,Shota Imanaga,684007,R,SI,22,1953,0.011264720942140297,R,
6985,Shota Imanaga,684007,R,SL,2,1953,0.0010240655401945725,R,
6986,Shota Imanaga,684007,R,ST,194,1953,0.09933435739887353,R,
6987,Simeon Woods Richardson,680573,L,CH,57,1099,0.051865332120109194,L,
6988,Simeon Woods Richardson,680573,L,CU,124,1099,0.11282984531392175,L,
6989,Simeon Woods Richardson,680573,L,FF,538,1099,0.4895359417652411,L,
6990,Simeon Woods Richardson,680573,L,FS,186,1099,0.16924476797088261,L,
6991,Simeon Woods Richardson,680573,L,SL,194,1099,0.17652411282984531,L,
6992,Simeon Woods Richardson,680573,R,CH,23,1205,0.019087136929460582,R,
6993,Simeon Woods Richardson,680573,R,CU,138,1205,0.11452282157676348,R,
6994,Simeon Woods Richardson,680573,R,FF,505,1205,0.4190871369294606,R,
6995,Simeon Woods Richardson,680573,R,FS,126,1205,0.1045643153526971,R,
6996,Simeon Woods Richardson,680573,R,SL,413,1205,0.34273858921161826,R,
6997,Slade Cecconi,677944,L,CH,141,1331,0.10593538692712247,L,
6998,Slade Cecconi,677944,L,CU,304,1331,0.22839969947407965,L,
6999,Slade Cecconi,677944,L,FC,77,1331,0.05785123966942149,L,
7000,Slade Cecconi,677944,L,FF,622,1331,0.4673178061607814,L,
7001,Slade Cecconi,677944,L,SI,66,1331,0.049586776859504134,L,
7002,Slade Cecconi,677944,L,SL,105,1331,0.07888805409466566,L,
7003,Slade Cecconi,677944,L,ST,16,1331,0.012021036814425245,L,
7004,Slade Cecconi,677944,R,CH,13,1176,0.011054421768707483,R,
7005,Slade Cecconi,677944,R,CU,121,1176,0.10289115646258504,R,
7006,Slade Cecconi,677944,R,FC,70,1176,0.05952380952380952,R,
7007,Slade Cecconi,677944,R,FF,446,1176,0.3792517006802721,R,
7008,Slade Cecconi,677944,R,SI,193,1176,0.1641156462585034,R,
7009,Slade Cecconi,677944,R,SL,295,1176,0.2508503401360544,R,
7010,Slade Cecconi,677944,R,ST,38,1176,0.03231292517006803,R,
7026,Spencer Arrighetti,681293,L,CH,79,475,0.16631578947368422,L,
7027,Spencer Arrighetti,681293,L,CU,153,475,0.32210526315789473,L,
7028,Spencer Arrighetti,681293,L,FC,78,475,0.16421052631578947,L,
7029,Spencer Arrighetti,681293,L,FF,138,475,0.2905263157894737,L,
7030,Spencer Arrighetti,681293,L,SI,10,475,0.021052631578947368,L,
7031,Spencer Arrighetti,681293,L,ST,17,475,0.035789473684210524,L,
7032,Spencer Arrighetti,681293,R,CH,3,339,0.008849557522123894,R,
7033,Spencer Arrighetti,681293,R,CU,48,339,0.1415929203539823,R,
7034,Spencer Arrighetti,681293,R,FC,36,339,0.10619469026548672,R,
7035,Spencer Arrighetti,681293,R,FF,92,339,0.2713864306784661,R,
7036,Spencer Arrighetti,681293,R,SI,65,339,0.19174041297935104,R,
7037,Spencer Arrighetti,681293,R,ST,95,339,0.28023598820059,R,
7823,Aaron Nola,605400,R,CH,2,21,0.09523809523809523,Aaron Judge,592450
7824,Aaron Nola,605400,R,CU,5,21,0.23809523809523808,Aaron Judge,592450
7825,Aaron Nola,605400,R,FC,1,21,0.047619047619047616,Aaron Judge,592450
7826,Aaron Nola,605400,R,FF,8,21,0.38095238095238093,Aaron Judge,592450
7827,Aaron Nola,605400,R,SI,5,21,0.23809523809523808,Aaron Judge,592450
7828,Aaron Nola,605400,L,CH,1,14,0.07142857142857142,Abraham Toro,647351
7829,Aaron Nola,605400,L,CU,5,14,0.35714285714285715,Abraham Toro,647351
7830,Aaron Nola,605400,L,FF,4,14,0.2857142857142857,Abraham Toro,647351
7831,Aaron Nola,605400,L,SI,4,14,0.2857142857142857,Abraham Toro,647351
7832,Aaron Nola,605400,R,CH,1,33,0.030303030303030304,Adam Duvall,594807
7833,Aaron Nola,605400,R,CU,10,33,0.30303030303030304,Adam Duvall,594807
7834,Aaron Nola,605400,R,FC,2,33,0.06060606060606061,Adam Duvall,594807
7835,Aaron Nola,605400,R,FF,6,33,0.18181818181818182,Adam Duvall,594807
7836,Aaron Nola,605400,R,SI,14,33,0.42424242424242425,Adam Duvall,594807
7837,Aaron Nola,605400,L,CH,1,9,0.1111111111111111,Adam Frazier,624428
7838,Aaron Nola,605400,L,CU,2,9,0.2222222222222222,Adam Frazier,624428
7839,Aaron Nola,605400,L,FF,2,9,0.2222222222222222,Adam Frazier,624428
7840,Aaron Nola,605400,L,SI,4,9,0.4444444444444444,Adam Frazier,624428
7841,Aaron Nola,605400,R,CU,1,8,0.125,Adolis Garcia,666969
7842,Aaron Nola,605400,R,FC,1,8,0.125,Adolis Garcia,666969
7843,Aaron Nola,605400,R,FF,6,8,0.75,Adolis Garcia,666969
7844,Aaron Nola,605400,L,CH,3,13,0.23076923076923078,Akil Baddoo,668731
7845,Aaron Nola,605400,L,CU,3,13,0.23076923076923078,Akil Baddoo,668731
7846,Aaron Nola,605400,L,FF,6,13,0.46153846153846156,Akil Baddoo,668731
7847,Aaron Nola,605400,L,SI,1,13,0.07692307692307693,Akil Baddoo,668731
7848,Aaron Nola,605400,R,CU,7,20,0.35,Alan Trejo,676701
7849,Aaron Nola,605400,R,FC,5,20,0.25,Alan Trejo,676701
7850,Aaron Nola,605400,R,FF,1,20,0.05,Alan Trejo,676701
7851,Aaron Nola,605400,R,SI,7,20,0.35,Alan Trejo,676701
7852,Aaron Nola,605400,R,CH,2,11,0.18181818181818182,Albert Pujols,405395
7853,Aaron Nola,605400,R,CU,4,11,0.36363636363636365,Albert Pujols,405395
7854,Aaron Nola,605400,R,FF,2,11,0.18181818181818182,Albert Pujols,405395
7855,Aaron Nola,605400,R,SI,3,11,0.2727272727272727,Albert Pujols,405395
7856,Aaron Nola,605400,L,CH,8,63,0.12698412698412698,Alec Burleson,676475
7857,Aaron Nola,605400,L,CU,25,63,0.3968253968253968,Alec Burleson,676475
7858,Aaron Nola,605400,L,FC,5,63,0.07936507936507936,Alec Burleson,676475
7859,Aaron Nola,605400,L,FF,18,63,0.2857142857142857,Alec Burleson,676475
7860,Aaron Nola,605400,L,SI,7,63,0.1111111111111111,Alec Burleson,676475
