,player_name,pitcher,stand,pitch_type,PitchesThrown,TotalPC,%,BatterName,batter
654456,Ryne Nelson,669194,L,CU,2,27,0.07407407407407407,Gavin Sheets,657757
654457,Ryne Nelson,669194,L,FC,5,27,0.18518518518518517,Gavin Sheets,657757
654458,Ryne Nelson,669194,L,FF,14,27,0.5185185185185185,Gavin Sheets,657757
654459,Ryne Nelson,669194,R,CU,5,28,0.17857142857142858,George Springer,543807
654460,Ryne Nelson,669194,R,FC,5,28,0.17857142857142858,George Springer,543807
654461,Ryne Nelson,669194,R,FF,16,28,0.5714285714285714,George Springer,543807
654462,Ryne Nelson,669194,R,SL,2,28,0.07142857142857142,George Springer,543807
654463,Ryne Nelson,669194,R,FF,7,13,0.5384615384615384,Giancarlo Stanton,519317
654464,Ryne Nelson,669194,R,SL,2,13,0.15384615384615385,Giancarlo Stanton,519317
654465,Ryne Nelson,669194,R,ST,4,13,0.3076923076923077,Giancarlo Stanton,519317
654466,Ryne Nelson,669194,R,CU,1,22,0.045454545454545456,Gleyber Torres,650402
654467,Ryne Nelson,669194,R,FF,12,22,0.5454545454545454,Gleyber Torres,650402
654468,Ryne Nelson,669194,R,SL,7,22,0.3181818181818182,Gleyber Torres,650402
654469,Ryne Nelson,669194,R,ST,2,22,0.09090909090909091,Gleyber Torres,650402
654470,Ryne Nelson,669194,L,CH,3,9,0.3333333333333333,Grant McCray,687529
654471,Ryne Nelson,669194,L,FF,6,9,0.6666666666666666,Grant McCray,687529
654472,Ryne Nelson,669194,L,CH,4,21,0.19047619047619047,Gunnar Henderson,683002
654473,Ryne Nelson,669194,L,CU,3,21,0.14285714285714285,Gunnar Henderson,683002
654474,Ryne Nelson,669194,L,FC,5,21,0.23809523809523808,Gunnar Henderson,683002
654475,Ryne Nelson,669194,L,FF,8,21,0.38095238095238093,Gunnar Henderson,683002
654476,Ryne Nelson,669194,L,SL,1,21,0.047619047619047616,Gunnar Henderson,683002
654477,Ryne Nelson,669194,L,CU,2,10,0.2,Gustavo Campero,672569
654478,Ryne Nelson,669194,L,FC,3,10,0.3,Gustavo Campero,672569
654479,Ryne Nelson,669194,L,FF,5,10,0.5,Gustavo Campero,672569
654480,Ryne Nelson,669194,R,CU,3,67,0.04477611940298507,Ha-Seong Kim,673490
654481,Ryne Nelson,669194,R,FC,5,67,0.07462686567164178,Ha-Seong Kim,673490
654482,Ryne Nelson,669194,R,FF,38,67,0.5671641791044776,Ha-Seong Kim,673490
654483,Ryne Nelson,669194,R,SL,19,67,0.2835820895522388,Ha-Seong Kim,673490
654484,Ryne Nelson,669194,R,ST,2,67,0.029850746268656716,Ha-Seong Kim,673490
654485,Ryne Nelson,669194,L,CH,5,14,0.35714285714285715,Harold Castro,605612
654486,Ryne Nelson,669194,L,FC,1,14,0.07142857142857142,Harold Castro,605612
654487,Ryne Nelson,669194,L,FF,5,14,0.35714285714285715,Harold Castro,605612
654488,Ryne Nelson,669194,L,SL,3,14,0.21428571428571427,Harold Castro,605612
654489,Ryne Nelson,669194,R,FF,10,12,0.8333333333333334,Harold Ramirez,623912
654490,Ryne Nelson,669194,R,SL,2,12,0.16666666666666666,Harold Ramirez,623912
654491,Ryne Nelson,669194,R,CU,1,4,0.25,Harrison Bader,664056
654492,Ryne Nelson,669194,R,FC,2,4,0.5,Harrison Bader,664056
654493,Ryne Nelson,669194,R,FF,1,4,0.25,Harrison Bader,664056
654494,Ryne Nelson,669194,R,CU,1,46,0.021739130434782608,Heliot Ramos,671218
654495,Ryne Nelson,669194,R,FC,6,46,0.13043478260869565,Heliot Ramos,671218
654496,Ryne Nelson,669194,R,FF,27,46,0.5869565217391305,Heliot Ramos,671218
654497,Ryne Nelson,669194,R,SL,12,46,0.2608695652173913,Heliot Ramos,671218
654498,Ryne Nelson,669194,R,FF,3,5,0.6,Henry Davis,680779
654499,Ryne Nelson,669194,R,SL,2,5,0.4,Henry Davis,680779
654500,Ryne Nelson,669194,L,CH,3,10,0.3,Heston Kjerstad,677008
654501,Ryne Nelson,669194,L,FC,2,10,0.2,Heston Kjerstad,677008
654502,Ryne Nelson,669194,L,FF,5,10,0.5,Heston Kjerstad,677008
654503,Ryne Nelson,669194,R,FC,2,7,0.2857142857142857,Hunter Dozier,641531
654504,Ryne Nelson,669194,R,FF,5,7,0.7142857142857143,Hunter Dozier,641531
654505,Ryne Nelson,669194,R,CU,1,9,0.1111111111111111,Hunter Goodman,696100
654506,Ryne Nelson,669194,R,FC,4,9,0.4444444444444444,Hunter Goodman,696100
654507,Ryne Nelson,669194,R,FF,2,9,0.2222222222222222,Hunter Goodman,696100
654508,Ryne Nelson,669194,R,SL,2,9,0.2222222222222222,Hunter Goodman,696100
654509,Ryne Nelson,669194,R,FC,2,5,0.4,Hunter Renfroe,592669
654510,Ryne Nelson,669194,R,FF,1,5,0.2,Hunter Renfroe,592669
654511,Ryne Nelson,669194,R,SL,2,5,0.4,Hunter Renfroe,592669
654512,Ryne Nelson,669194,L,CH,1,10,0.1,Hyeseong Kim,808975
654513,Ryne Nelson,669194,L,FC,1,10,0.1,Hyeseong Kim,808975
654514,Ryne Nelson,669194,L,FF,8,10,0.8,Hyeseong Kim,808975
654515,Ryne Nelson,669194,L,CH,8,43,0.18604651162790697,Ian Happ,664023
654516,Ryne Nelson,669194,L,CU,2,43,0.046511627906976744,Ian Happ,664023
654517,Ryne Nelson,669194,L,FC,2,43,0.046511627906976744,Ian Happ,664023
654518,Ryne Nelson,669194,L,FF,31,43,0.7209302325581395,Ian Happ,664023
654519,Ryne Nelson,669194,L,CH,3,13,0.23076923076923078,Ildemaro Vargas,545121
654520,Ryne Nelson,669194,L,CU,2,13,0.15384615384615385,Ildemaro Vargas,545121
654521,Ryne Nelson,669194,L,FC,2,13,0.15384615384615385,Ildemaro Vargas,545121
654522,Ryne Nelson,669194,L,FF,6,13,0.46153846153846156,Ildemaro Vargas,545121
654523,Ryne Nelson,669194,L,CH,10,20,0.5,Isan Diaz,656371
654524,Ryne Nelson,669194,L,FC,3,20,0.15,Isan Diaz,656371
654525,Ryne Nelson,669194,L,FF,7,20,0.35,Isan Diaz,656371
654526,Ryne Nelson,669194,R,FC,1,21,0.047619047619047616,Isiah Kiner-Falefa,643396
654527,Ryne Nelson,669194,R,FF,13,21,0.6190476190476191,Isiah Kiner-Falefa,643396
654528,Ryne Nelson,669194,R,SL,7,21,0.3333333333333333,Isiah Kiner-Falefa,643396
654529,Ryne Nelson,669194,R,CU,1,12,0.08333333333333333,Ivan Herrera,671056
654530,Ryne Nelson,669194,R,FF,9,12,0.75,Ivan Herrera,671056
654531,Ryne Nelson,669194,R,SL,2,12,0.16666666666666666,Ivan Herrera,671056
654532,Ryne Nelson,669194,L,FC,1,3,0.3333333333333333,J.C. Escarra,641555
654533,Ryne Nelson,669194,L,FF,2,3,0.6666666666666666,J.C. Escarra,641555
654534,Ryne Nelson,669194,R,FC,3,13,0.23076923076923078,J.D. Davis,605204
654535,Ryne Nelson,669194,R,FF,8,13,0.6153846153846154,J.D. Davis,605204
654536,Ryne Nelson,669194,R,SL,2,13,0.15384615384615385,J.D. Davis,605204
654537,Ryne Nelson,669194,R,FC,3,17,0.17647058823529413,J.D. Martinez,502110
654538,Ryne Nelson,669194,R,FF,7,17,0.4117647058823529,J.D. Martinez,502110
654539,Ryne Nelson,669194,R,SL,7,17,0.4117647058823529,J.D. Martinez,502110
654540,Ryne Nelson,669194,R,CU,5,32,0.15625,J.T. Realmuto,592663
654541,Ryne Nelson,669194,R,FC,5,32,0.15625,J.T. Realmuto,592663
654542,Ryne Nelson,669194,R,FF,21,32,0.65625,J.T. Realmuto,592663
654543,Ryne Nelson,669194,R,SL,1,32,0.03125,J.T. Realmuto,592663
654544,Ryne Nelson,669194,L,CH,3,6,0.5,JJ Bleday,668709
654545,Ryne Nelson,669194,L,FF,2,6,0.3333333333333333,JJ Bleday,668709
654546,Ryne Nelson,669194,L,SL,1,6,0.16666666666666666,JJ Bleday,668709
654547,Ryne Nelson,669194,L,FF,8,8,1.0,Jac Caglianone,695506
654548,Ryne Nelson,669194,L,CH,2,7,0.2857142857142857,Jace Peterson,607054
654549,Ryne Nelson,669194,L,CU,2,7,0.2857142857142857,Jace Peterson,607054
654550,Ryne Nelson,669194,L,FF,3,7,0.42857142857142855,Jace Peterson,607054
654551,Ryne Nelson,669194,R,CU,1,5,0.2,Jackson Chourio,694192
654552,Ryne Nelson,669194,R,FF,4,5,0.8,Jackson Chourio,694192
654553,Ryne Nelson,669194,L,FF,1,1,1.0,Jackson Holliday,702616
654554,Ryne Nelson,669194,L,CH,5,37,0.13513513513513514,Jackson Merrill,701538
654555,Ryne Nelson,669194,L,CU,5,37,0.13513513513513514,Jackson Merrill,701538
654556,Ryne Nelson,669194,L,FC,5,37,0.13513513513513514,Jackson Merrill,701538
654557,Ryne Nelson,669194,L,FF,20,37,0.5405405405405406,Jackson Merrill,701538
654558,Ryne Nelson,669194,L,SL,2,37,0.05405405405405406,Jackson Merrill,701538
654559,Ryne Nelson,669194,R,FF,9,16,0.5625,Jacob Young,696285
654560,Ryne Nelson,669194,R,SL,7,16,0.4375,Jacob Young,696285
654561,Ryne Nelson,669194,L,CU,3,4,0.75,Jake Bauers,641343
654562,Ryne Nelson,669194,L,FF,1,4,0.25,Jake Bauers,641343
654563,Ryne Nelson,669194,L,CH,10,105,0.09523809523809523,Jake Cronenworth,630105
654564,Ryne Nelson,669194,L,CU,17,105,0.1619047619047619,Jake Cronenworth,630105
654565,Ryne Nelson,669194,L,FC,16,105,0.1523809523809524,Jake Cronenworth,630105
654566,Ryne Nelson,669194,L,FF,61,105,0.580952380952381,Jake Cronenworth,630105
654567,Ryne Nelson,669194,L,SL,1,105,0.009523809523809525,Jake Cronenworth,630105
654568,Ryne Nelson,669194,L,CH,2,8,0.25,Jake Fraley,641584
654569,Ryne Nelson,669194,L,FF,6,8,0.75,Jake Fraley,641584
654570,Ryne Nelson,669194,R,FC,4,6,0.6666666666666666,Jake Marisnick,545350
654571,Ryne Nelson,669194,R,FF,2,6,0.3333333333333333,Jake Marisnick,545350
654572,Ryne Nelson,669194,R,FC,10,24,0.4166666666666667,Jake Rogers,668670
654573,Ryne Nelson,669194,R,FF,11,24,0.4583333333333333,Jake Rogers,668670
654574,Ryne Nelson,669194,R,SL,3,24,0.125,Jake Rogers,668670
654575,Ryne Nelson,669194,L,CH,1,18,0.05555555555555555,James Outman,681546
654576,Ryne Nelson,669194,L,CU,2,18,0.1111111111111111,James Outman,681546
654577,Ryne Nelson,669194,L,FF,15,18,0.8333333333333334,James Outman,681546
654578,Ryne Nelson,669194,L,CH,1,17,0.058823529411764705,James Wood,695578
654579,Ryne Nelson,669194,L,CU,1,17,0.058823529411764705,James Wood,695578
654580,Ryne Nelson,669194,L,FC,6,17,0.35294117647058826,James Wood,695578
654581,Ryne Nelson,669194,L,FF,9,17,0.5294117647058824,James Wood,695578
654582,Ryne Nelson,669194,R,FF,2,4,0.5,Jared Triolo,669707
654583,Ryne Nelson,669194,R,SL,2,4,0.5,Jared Triolo,669707
654584,Ryne Nelson,669194,L,CH,2,7,0.2857142857142857,Jarred Kelenic,672284
654585,Ryne Nelson,669194,L,FC,2,7,0.2857142857142857,Jarred Kelenic,672284
654586,Ryne Nelson,669194,L,FF,3,7,0.42857142857142855,Jarred Kelenic,672284
654587,Ryne Nelson,669194,L,CH,3,28,0.10714285714285714,Jarren Duran,680776
654588,Ryne Nelson,669194,L,CU,8,28,0.2857142857142857,Jarren Duran,680776
654589,Ryne Nelson,669194,L,FC,2,28,0.07142857142857142,Jarren Duran,680776
654590,Ryne Nelson,669194,L,FF,15,28,0.5357142857142857,Jarren Duran,680776
654591,Ryne Nelson,669194,L,CH,3,18,0.16666666666666666,Jason Heyward,518792
654592,Ryne Nelson,669194,L,FC,7,18,0.3888888888888889,Jason Heyward,518792
654593,Ryne Nelson,669194,L,FF,8,18,0.4444444444444444,Jason Heyward,518792
654594,Ryne Nelson,669194,R,FC,4,22,0.18181818181818182,Javier Baez,595879
654595,Ryne Nelson,669194,R,FF,16,22,0.7272727272727273,Javier Baez,595879
654596,Ryne Nelson,669194,R,SL,2,22,0.09090909090909091,Javier Baez,595879
654597,Ryne Nelson,669194,L,CH,6,19,0.3157894736842105,Jazz Chisholm,665862
654598,Ryne Nelson,669194,L,CU,1,19,0.05263157894736842,Jazz Chisholm,665862
654599,Ryne Nelson,669194,L,FC,2,19,0.10526315789473684,Jazz Chisholm,665862
654600,Ryne Nelson,669194,L,FF,10,19,0.5263157894736842,Jazz Chisholm,665862
654601,Ryne Nelson,669194,R,FC,3,5,0.6,Jean Segura,516416
654602,Ryne Nelson,669194,R,FF,2,5,0.4,Jean Segura,516416
654603,Ryne Nelson,669194,L,CU,4,23,0.17391304347826086,Jeff McNeil,643446
654604,Ryne Nelson,669194,L,FC,4,23,0.17391304347826086,Jeff McNeil,643446
654605,Ryne Nelson,669194,L,FF,13,23,0.5652173913043478,Jeff McNeil,643446
654606,Ryne Nelson,669194,L,SL,2,23,0.08695652173913043,Jeff McNeil,643446
654607,Ryne Nelson,669194,L,FF,4,4,1.0,Jeimer Candelario,600869
654608,Ryne Nelson,669194,R,CU,1,16,0.0625,Jerar Encarnacion,666464
654609,Ryne Nelson,669194,R,FC,1,16,0.0625,Jerar Encarnacion,666464
654610,Ryne Nelson,669194,R,FF,6,16,0.375,Jerar Encarnacion,666464
654611,Ryne Nelson,669194,R,SL,8,16,0.5,Jerar Encarnacion,666464
654612,Ryne Nelson,669194,R,CU,1,9,0.1111111111111111,Jeremiah Jackson,669236
654613,Ryne Nelson,669194,R,FF,6,9,0.6666666666666666,Jeremiah Jackson,669236
654614,Ryne Nelson,669194,R,SL,2,9,0.2222222222222222,Jeremiah Jackson,669236
654615,Ryne Nelson,669194,R,FF,4,4,1.0,Jeremy Pena,665161
654616,Ryne Nelson,669194,L,CH,5,26,0.19230769230769232,Jesse Winker,608385
654617,Ryne Nelson,669194,L,CU,3,26,0.11538461538461539,Jesse Winker,608385
654618,Ryne Nelson,669194,L,FC,3,26,0.11538461538461539,Jesse Winker,608385
654619,Ryne Nelson,669194,L,FF,15,26,0.5769230769230769,Jesse Winker,608385
654620,Ryne Nelson,669194,L,CH,1,7,0.14285714285714285,Jesus Sanchez,660821
654621,Ryne Nelson,669194,L,FC,1,7,0.14285714285714285,Jesus Sanchez,660821
654622,Ryne Nelson,669194,L,FF,5,7,0.7142857142857143,Jesus Sanchez,660821
654623,Ryne Nelson,669194,R,FC,4,12,0.3333333333333333,Jhonny Pereda,640902
654624,Ryne Nelson,669194,R,FF,8,12,0.6666666666666666,Jhonny Pereda,640902
654625,Ryne Nelson,669194,L,CH,2,11,0.18181818181818182,Ji Hwan Bae,678225
654626,Ryne Nelson,669194,L,FF,9,11,0.8181818181818182,Ji Hwan Bae,678225
654627,Ryne Nelson,669194,L,CH,7,12,0.5833333333333334,Ji-Man Choi,596847
654628,Ryne Nelson,669194,L,CU,3,12,0.25,Ji-Man Choi,596847
654629,Ryne Nelson,669194,L,FF,2,12,0.16666666666666666,Ji-Man Choi,596847
654630,Ryne Nelson,669194,R,CU,2,5,0.4,Jo Adell,666176
654631,Ryne Nelson,669194,R,FF,3,5,0.6,Jo Adell,666176
654632,Ryne Nelson,669194,L,CH,11,61,0.18032786885245902,Joc Pederson,592626
654633,Ryne Nelson,669194,L,CU,5,61,0.08196721311475409,Joc Pederson,592626
654634,Ryne Nelson,669194,L,FC,4,61,0.06557377049180328,Joc Pederson,592626
654635,Ryne Nelson,669194,L,FF,41,61,0.6721311475409836,Joc Pederson,592626
654636,Ryne Nelson,669194,R,CU,1,20,0.05,Joey Bart,663698
654637,Ryne Nelson,669194,R,FC,3,20,0.15,Joey Bart,663698
654638,Ryne Nelson,669194,R,FF,13,20,0.65,Joey Bart,663698
654639,Ryne Nelson,669194,R,SL,3,20,0.15,Joey Bart,663698
654640,Ryne Nelson,669194,L,CH,5,14,0.35714285714285715,Joey Gallo,608336
654641,Ryne Nelson,669194,L,CU,3,14,0.21428571428571427,Joey Gallo,608336
654642,Ryne Nelson,669194,L,FF,6,14,0.42857142857142855,Joey Gallo,608336
654643,Ryne Nelson,669194,R,FC,3,18,0.16666666666666666,Joey Meneses,608841
654644,Ryne Nelson,669194,R,FF,9,18,0.5,Joey Meneses,608841
654645,Ryne Nelson,669194,R,SL,6,18,0.3333333333333333,Joey Meneses,608841
654646,Ryne Nelson,669194,R,FC,1,2,0.5,Joey Ortiz,687401
654647,Ryne Nelson,669194,R,FF,1,2,0.5,Joey Ortiz,687401
654648,Ryne Nelson,669194,R,FC,4,7,0.5714285714285714,Joey Wiemer,686894
654649,Ryne Nelson,669194,R,FF,2,7,0.2857142857142857,Joey Wiemer,686894
654650,Ryne Nelson,669194,R,SL,1,7,0.14285714285714285,Joey Wiemer,686894
654651,Ryne Nelson,669194,R,FC,1,6,0.16666666666666666,Johan Rojas,679032
654652,Ryne Nelson,669194,R,FF,5,6,0.8333333333333334,Johan Rojas,679032
654653,Ryne Nelson,669194,R,FC,3,12,0.25,Jon Berti,542932
654654,Ryne Nelson,669194,R,FF,7,12,0.5833333333333334,Jon Berti,542932
654655,Ryne Nelson,669194,R,SL,2,12,0.16666666666666666,Jon Berti,542932
654656,Ryne Nelson,669194,L,FF,4,4,1.0,Jon Singleton,572138
654657,Ryne Nelson,669194,L,CH,1,21,0.047619047619047616,Jonah Heim,641680
654658,Ryne Nelson,669194,L,CU,1,21,0.047619047619047616,Jonah Heim,641680
654659,Ryne Nelson,669194,L,FC,3,21,0.14285714285714285,Jonah Heim,641680
654660,Ryne Nelson,669194,L,FF,15,21,0.7142857142857143,Jonah Heim,641680
654661,Ryne Nelson,669194,L,SL,1,21,0.047619047619047616,Jonah Heim,641680
654662,Ryne Nelson,669194,L,CH,1,14,0.07142857142857142,Jonatan Clase,682729
654663,Ryne Nelson,669194,L,CU,1,14,0.07142857142857142,Jonatan Clase,682729
654664,Ryne Nelson,669194,L,FF,12,14,0.8571428571428571,Jonatan Clase,682729
654665,Ryne Nelson,669194,L,FF,5,5,1.0,Jonathan Aranda,666018
654666,Ryne Nelson,669194,R,CU,1,14,0.07142857142857142,Jonathan India,663697
654667,Ryne Nelson,669194,R,FC,2,14,0.14285714285714285,Jonathan India,663697
654668,Ryne Nelson,669194,R,FF,11,14,0.7857142857142857,Jonathan India,663697
654669,Ryne Nelson,669194,R,FC,3,12,0.25,Jordan Beck,687597
654670,Ryne Nelson,669194,R,FF,6,12,0.5,Jordan Beck,687597
654671,Ryne Nelson,669194,R,SL,3,12,0.25,Jordan Beck,687597
654672,Ryne Nelson,669194,R,FC,9,27,0.3333333333333333,Jordan Walker,691023
654673,Ryne Nelson,669194,R,FF,16,27,0.5925925925925926,Jordan Walker,691023
654674,Ryne Nelson,669194,R,SL,2,27,0.07407407407407407,Jordan Walker,691023
654675,Ryne Nelson,669194,R,FC,2,15,0.13333333333333333,Jordan Westburg,676059
654676,Ryne Nelson,669194,R,FF,9,15,0.6,Jordan Westburg,676059
654677,Ryne Nelson,669194,R,ST,4,15,0.26666666666666666,Jordan Westburg,676059
654678,Ryne Nelson,669194,R,FC,2,9,0.2222222222222222,Jorge Mateo,622761
654679,Ryne Nelson,669194,R,FF,3,9,0.3333333333333333,Jorge Mateo,622761
654680,Ryne Nelson,669194,R,ST,4,9,0.4444444444444444,Jorge Mateo,622761
654681,Ryne Nelson,669194,L,CU,1,25,0.04,Jorge Polanco,593871
654682,Ryne Nelson,669194,L,FC,6,25,0.24,Jorge Polanco,593871
654683,Ryne Nelson,669194,L,FF,16,25,0.64,Jorge Polanco,593871
654684,Ryne Nelson,669194,L,SL,2,25,0.08,Jorge Polanco,593871
654685,Ryne Nelson,669194,R,FC,4,8,0.5,Jorge Soler,624585
654686,Ryne Nelson,669194,R,FF,2,8,0.25,Jorge Soler,624585
654687,Ryne Nelson,669194,R,SL,2,8,0.25,Jorge Soler,624585
654688,Ryne Nelson,669194,R,CU,2,18,0.1111111111111111,Jose Altuve,514888
654689,Ryne Nelson,669194,R,FC,6,18,0.3333333333333333,Jose Altuve,514888
654690,Ryne Nelson,669194,R,FF,9,18,0.5,Jose Altuve,514888
654691,Ryne Nelson,669194,R,SL,1,18,0.05555555555555555,Jose Altuve,514888
654692,Ryne Nelson,669194,R,FC,2,9,0.2222222222222222,Jose Azocar,640492
654693,Ryne Nelson,669194,R,FF,6,9,0.6666666666666666,Jose Azocar,640492
654694,Ryne Nelson,669194,R,SL,1,9,0.1111111111111111,Jose Azocar,640492
654695,Ryne Nelson,669194,R,FC,1,12,0.08333333333333333,Jose Caballero,676609
654696,Ryne Nelson,669194,R,FF,6,12,0.5,Jose Caballero,676609
654697,Ryne Nelson,669194,R,SL,5,12,0.4166666666666667,Jose Caballero,676609
654698,Ryne Nelson,669194,R,FC,3,20,0.15,Jose Iglesias,578428
654699,Ryne Nelson,669194,R,FF,15,20,0.75,Jose Iglesias,578428
654700,Ryne Nelson,669194,R,SL,2,20,0.1,Jose Iglesias,578428
654701,Ryne Nelson,669194,R,CU,2,8,0.25,Jose Miranda,669304
654702,Ryne Nelson,669194,R,FC,3,8,0.375,Jose Miranda,669304
654703,Ryne Nelson,669194,R,FF,2,8,0.25,Jose Miranda,669304
654704,Ryne Nelson,669194,R,SL,1,8,0.125,Jose Miranda,669304
654705,Ryne Nelson,669194,L,CU,1,3,0.3333333333333333,Jose Tena,677588
654706,Ryne Nelson,669194,L,FC,1,3,0.3333333333333333,Jose Tena,677588
654707,Ryne Nelson,669194,L,FF,1,3,0.3333333333333333,Jose Tena,677588
654708,Ryne Nelson,669194,R,CU,1,5,0.2,Jose Trevino,624431
654709,Ryne Nelson,669194,R,FF,3,5,0.6,Jose Trevino,624431
654710,Ryne Nelson,669194,R,SL,1,5,0.2,Jose Trevino,624431
654711,Ryne Nelson,669194,L,CH,3,31,0.0967741935483871,Josh Bell,605137
654712,Ryne Nelson,669194,L,CU,8,31,0.25806451612903225,Josh Bell,605137
654713,Ryne Nelson,669194,L,FC,4,31,0.12903225806451613,Josh Bell,605137
654714,Ryne Nelson,669194,L,FF,16,31,0.5161290322580645,Josh Bell,605137
654715,Ryne Nelson,669194,R,FF,12,14,0.8571428571428571,Josh Jung,673962
654716,Ryne Nelson,669194,R,SL,2,14,0.14285714285714285,Josh Jung,673962
654717,Ryne Nelson,669194,L,CH,5,12,0.4166666666666667,Josh Lowe,666139
654718,Ryne Nelson,669194,L,FC,1,12,0.08333333333333333,Josh Lowe,666139
654719,Ryne Nelson,669194,L,FF,6,12,0.5,Josh Lowe,666139
654720,Ryne Nelson,669194,L,CU,1,10,0.1,Josh Rojas,668942
654721,Ryne Nelson,669194,L,FF,9,10,0.9,Josh Rojas,668942
654722,Ryne Nelson,669194,L,CH,1,41,0.024390243902439025,Josh Smith,669701
654723,Ryne Nelson,669194,L,CU,9,41,0.21951219512195122,Josh Smith,669701
654724,Ryne Nelson,669194,L,FC,6,41,0.14634146341463414,Josh Smith,669701
654725,Ryne Nelson,669194,L,FF,24,41,0.5853658536585366,Josh Smith,669701
654726,Ryne Nelson,669194,L,SL,1,41,0.024390243902439025,Josh Smith,669701
654727,Ryne Nelson,669194,L,CH,13,86,0.1511627906976744,Juan Soto,665742
654728,Ryne Nelson,669194,L,CU,8,86,0.09302325581395349,Juan Soto,665742
654729,Ryne Nelson,669194,L,FC,10,86,0.11627906976744186,Juan Soto,665742
654730,Ryne Nelson,669194,L,FF,51,86,0.5930232558139535,Juan Soto,665742
654731,Ryne Nelson,669194,L,SL,4,86,0.046511627906976744,Juan Soto,665742
654732,Ryne Nelson,669194,R,FF,8,10,0.8,Juan Yepez,660766
654733,Ryne Nelson,669194,R,SL,2,10,0.2,Juan Yepez,660766
654734,Ryne Nelson,669194,L,CH,2,16,0.125,Jung Hoo Lee,808982
654735,Ryne Nelson,669194,L,CU,1,16,0.0625,Jung Hoo Lee,808982
654736,Ryne Nelson,669194,L,FF,13,16,0.8125,Jung Hoo Lee,808982
654737,Ryne Nelson,669194,R,CU,2,13,0.15384615384615385,Junior Caminero,691406
654738,Ryne Nelson,669194,R,FC,3,13,0.23076923076923078,Junior Caminero,691406
654739,Ryne Nelson,669194,R,FF,4,13,0.3076923076923077,Junior Caminero,691406
654740,Ryne Nelson,669194,R,SL,4,13,0.3076923076923077,Junior Caminero,691406
654741,Ryne Nelson,669194,L,CH,13,89,0.14606741573033707,Jurickson Profar,595777
654742,Ryne Nelson,669194,L,CU,10,89,0.11235955056179775,Jurickson Profar,595777
654743,Ryne Nelson,669194,L,FC,9,89,0.10112359550561797,Jurickson Profar,595777
654744,Ryne Nelson,669194,L,FF,54,89,0.6067415730337079,Jurickson Profar,595777
654745,Ryne Nelson,669194,L,SL,3,89,0.033707865168539325,Jurickson Profar,595777
654746,Ryne Nelson,669194,R,CU,2,23,0.08695652173913043,Justin Turner,457759
654747,Ryne Nelson,669194,R,FF,20,23,0.8695652173913043,Justin Turner,457759
654748,Ryne Nelson,669194,R,SL,1,23,0.043478260869565216,Justin Turner,457759
654749,Ryne Nelson,669194,L,CH,2,16,0.125,Kameron Misner,670224
654750,Ryne Nelson,669194,L,CU,3,16,0.1875,Kameron Misner,670224
654751,Ryne Nelson,669194,L,FC,4,16,0.25,Kameron Misner,670224
654752,Ryne Nelson,669194,L,FF,7,16,0.4375,Kameron Misner,670224
654753,Ryne Nelson,669194,R,FF,3,3,1.0,Kazuma Okamoto,672960
654754,Ryne Nelson,669194,R,FF,13,21,0.6190476190476191,Ke'Bryan Hayes,663647
654755,Ryne Nelson,669194,R,SL,8,21,0.38095238095238093,Ke'Bryan Hayes,663647
654756,Ryne Nelson,669194,L,CH,5,27,0.18518518518518517,Keibert Ruiz,660688
654757,Ryne Nelson,669194,L,CU,5,27,0.18518518518518517,Keibert Ruiz,660688
654758,Ryne Nelson,669194,L,FC,1,27,0.037037037037037035,Keibert Ruiz,660688
654759,Ryne Nelson,669194,L,FF,15,27,0.5555555555555556,Keibert Ruiz,660688
654760,Ryne Nelson,669194,L,SL,1,27,0.037037037037037035,Keibert Ruiz,660688
654761,Ryne Nelson,669194,L,CH,9,33,0.2727272727272727,Kerry Carpenter,681481
654762,Ryne Nelson,669194,L,CU,4,33,0.12121212121212122,Kerry Carpenter,681481
654763,Ryne Nelson,669194,L,FC,2,33,0.06060606060606061,Kerry Carpenter,681481
654764,Ryne Nelson,669194,L,FF,17,33,0.5151515151515151,Kerry Carpenter,681481
654765,Ryne Nelson,669194,L,SL,1,33,0.030303030303030304,Kerry Carpenter,681481
654766,Ryne Nelson,669194,L,CH,4,19,0.21052631578947367,Kevin Kiermaier,595281
654767,Ryne Nelson,669194,L,FC,4,19,0.21052631578947367,Kevin Kiermaier,595281
654768,Ryne Nelson,669194,L,FF,11,19,0.5789473684210527,Kevin Kiermaier,595281
654769,Ryne Nelson,669194,L,CH,2,23,0.08695652173913043,Kody Clemens,665019
654770,Ryne Nelson,669194,L,CU,3,23,0.13043478260869565,Kody Clemens,665019
654771,Ryne Nelson,669194,L,FC,3,23,0.13043478260869565,Kody Clemens,665019
654772,Ryne Nelson,669194,L,FF,14,23,0.6086956521739131,Kody Clemens,665019
654773,Ryne Nelson,669194,L,SL,1,23,0.043478260869565216,Kody Clemens,665019
654774,Ryne Nelson,669194,R,FC,1,6,0.16666666666666666,Korey Lee,686676
654775,Ryne Nelson,669194,R,FF,4,6,0.6666666666666666,Korey Lee,686676
654776,Ryne Nelson,669194,R,SL,1,6,0.16666666666666666,Korey Lee,686676
654777,Ryne Nelson,669194,R,FF,5,12,0.4166666666666667,Kris Bryant,592178
654778,Ryne Nelson,669194,R,SL,7,12,0.5833333333333334,Kris Bryant,592178
