,Player,HID,p_throws,batter,pitch_type,AB,H,AVG,SwStr%,wOBA,OPS,ISO,EV,Air Hard%,BIP,Brl%,Hard%,GB%,LD%,FB%,K%,BB%,1B,2B,3B,HR,Game,Team,Opp
53,Sean Bouchard,656248,R,656248,SI,12.0,5.0,0.417,0.079,0.433,0.967,0.08300000000000002,91.72727272727273,0.667,11,0.182,0.273,0.727,0.0,0.273,0.133,0.133,4,1,0,0,COL@KC,COL,KC
54,Sean Bouchard,656248,R,656248,SL,26.0,1.0,0.038,0.176,0.1345333333333333,0.238,0.039,84.81333333333333,0.25,15,0.0,0.2,0.467,0.2,0.333,0.387,0.129,0,1,0,0,COL@KC,COL,KC
55,Sean Bouchard,656248,R,656248,ST,5.0,2.0,0.4,0.095,0.5646,1.4,0.6,91.19999999999999,0.5,2,0.0,0.5,0.0,1.0,0.0,0.6,0.0,0,1,1,0,COL@KC,COL,KC
56,Mickey Moniak,666160,R,666160,CH,111.0,34.0,0.306,0.197,0.3307321428571428,0.787,0.17099999999999999,85.74782608695652,0.385,92,0.054,0.337,0.478,0.207,0.217,0.177,0.009,23,6,2,3,COL@KC,COL,KC
57,Mickey Moniak,666160,R,666160,CU,76.0,18.0,0.237,0.223,0.31048749999999997,0.736,0.22400000000000003,86.49111111111111,0.609,45,0.133,0.356,0.444,0.222,0.289,0.388,0.025,9,5,0,4,COL@KC,COL,KC
58,Mickey Moniak,666160,R,666160,FC,55.0,12.0,0.218,0.121,0.27427118644067794,0.635,0.146,80.91818181818182,0.25,44,0.068,0.205,0.341,0.182,0.273,0.186,0.051,8,2,0,2,COL@KC,COL,KC
59,Mickey Moniak,666160,R,666160,FF,218.0,47.0,0.216,0.215,0.3106923076923077,0.737,0.252,92.20620689655172,0.591,145,0.186,0.497,0.207,0.228,0.414,0.312,0.064,20,13,0,14,COL@KC,COL,KC
63,Mickey Moniak,666160,R,666160,SI,29.0,11.0,0.379,0.172,0.43432258064516127,1.04,0.242,94.5,0.5,25,0.16,0.56,0.24,0.44,0.28,0.129,0.065,7,2,1,1,COL@KC,COL,KC
64,Mickey Moniak,666160,R,666160,SL,88.0,20.0,0.227,0.197,0.2796881720430107,0.655,0.159,90.404,0.438,50,0.1,0.42,0.32,0.28,0.36,0.409,0.043,11,6,1,2,COL@KC,COL,KC
65,Mickey Moniak,666160,R,666160,ST,20.0,6.0,0.3,0.107,0.35059090909090906,0.814,0.15000000000000002,83.83571428571429,0.667,14,0.071,0.357,0.286,0.143,0.286,0.273,0.045,5,0,0,1,COL@KC,COL,KC
67,Michael Toglia,669911,R,669911,CH,50.0,5.0,0.1,0.197,0.1313076923076923,0.292,0.06,86.18484848484849,0.278,33,0.061,0.273,0.424,0.333,0.212,0.321,0.038,4,0,0,1,COL@KC,COL,KC
68,Michael Toglia,669911,R,669911,CU,49.0,5.0,0.102,0.277,0.16757692307692304,0.378,0.12200000000000001,94.00588235294117,0.727,17,0.294,0.588,0.353,0.294,0.353,0.615,0.038,3,0,0,2,COL@KC,COL,KC
69,Michael Toglia,669911,R,669911,FC,40.0,13.0,0.325,0.087,0.4094222222222222,0.966,0.24999999999999994,89.48611111111111,0.5,36,0.111,0.389,0.528,0.278,0.167,0.109,0.109,8,2,1,2,COL@KC,COL,KC
70,Michael Toglia,669911,R,669911,FF,146.0,34.0,0.233,0.126,0.3554705882352941,0.834,0.26,90.8221052631579,0.545,95,0.179,0.474,0.274,0.2,0.495,0.3,0.135,18,4,2,10,COL@KC,COL,KC
74,Michael Toglia,669911,R,669911,SI,34.0,12.0,0.353,0.076,0.4762368421052632,1.156,0.382,94.41379310344827,0.75,29,0.138,0.621,0.586,0.172,0.241,0.132,0.105,5,4,0,3,COL@KC,COL,KC
75,Michael Toglia,669911,R,669911,SL,66.0,12.0,0.182,0.233,0.25852857142857144,0.604,0.197,94.403125,0.654,32,0.188,0.625,0.188,0.281,0.531,0.493,0.056,5,4,0,3,COL@KC,COL,KC
76,Michael Toglia,669911,R,669911,ST,15.0,2.0,0.133,0.256,0.21283333333333332,0.411,0.0,91.36666666666667,1.0,6,0.0,0.667,0.5,0.167,0.167,0.5,0.111,2,0,0,0,COL@KC,COL,KC
78,Jordan Beck,687597,R,687597,CH,4.0,0.0,0.0,0.333,0.0,0.0,0.0,78.15,0.0,2,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0,0,0,0,COL@KC,COL,KC
79,Jordan Beck,687597,R,687597,CU,11.0,2.0,0.182,0.314,0.24107692307692308,0.49,0.0,92.96666666666665,1.0,3,0.0,0.333,0.667,0.333,0.0,0.615,0.077,2,0,0,0,COL@KC,COL,KC
80,Jordan Beck,687597,R,687597,FC,8.0,4.0,0.5,0.098,0.4275,1.0,0.0,78.46666666666667,0.333,6,0.0,0.167,0.5,0.333,0.167,0.25,0.0,4,0,0,0,COL@KC,COL,KC
81,Jordan Beck,687597,R,687597,FF,31.0,7.0,0.226,0.2,0.31639473684210523,0.691,0.097,96.53571428571429,0.5,14,0.143,0.643,0.429,0.143,0.429,0.447,0.184,6,0,0,1,COL@KC,COL,KC
84,Jordan Beck,687597,R,687597,SI,28.0,4.0,0.143,0.047,0.17777419354838708,0.369,0.0,89.40869565217392,0.556,23,0.043,0.348,0.565,0.261,0.13,0.161,0.097,4,0,0,0,COL@KC,COL,KC
85,Jordan Beck,687597,R,687597,SL,38.0,4.0,0.105,0.242,0.10556410256410256,0.23,0.0,77.41363636363636,0.444,22,0.0,0.227,0.545,0.136,0.273,0.425,0.025,4,0,0,0,COL@KC,COL,KC
86,Jordan Beck,687597,R,687597,ST,11.0,3.0,0.273,0.114,0.41,1.0,0.45399999999999996,92.34444444444445,0.333,9,0.111,0.222,0.222,0.111,0.556,0.182,0.0,0,2,0,1,COL@KC,COL,KC
87,Aaron Schunk,668845,R,668845,CH,1.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,COL@KC,COL,KC
88,Aaron Schunk,668845,R,668845,CU,3.0,0.0,0.0,0.235,0.0,0.0,0.0,96.3,1.0,1,0.0,1.0,0.0,1.0,0.0,0.667,0.0,0,0,0,0,COL@KC,COL,KC
89,Aaron Schunk,668845,R,668845,FC,5.0,1.0,0.2,0.071,0.17099999999999999,0.4,0.0,79.32000000000001,0.0,5,0.0,0.2,0.8,0.2,0.0,0.0,0.0,1,0,0,0,COL@KC,COL,KC
90,Aaron Schunk,668845,R,668845,FF,13.0,2.0,0.154,0.194,0.28278571428571425,0.676,0.30800000000000005,85.38571428571429,0.4,7,0.143,0.286,0.286,0.143,0.571,0.429,0.071,0,1,0,1,COL@KC,COL,KC
93,Aaron Schunk,668845,R,668845,SI,15.0,6.0,0.4,0.064,0.3682,0.867,0.067,86.51428571428572,0.4,14,0.0,0.357,0.643,0.357,0.0,0.067,0.0,5,1,0,0,COL@KC,COL,KC
94,Aaron Schunk,668845,R,668845,SL,19.0,6.0,0.316,0.148,0.36895,0.876,0.21000000000000002,81.37058823529412,0.429,17,0.059,0.353,0.0,0.471,0.353,0.1,0.05,4,1,0,1,COL@KC,COL,KC
95,Aaron Schunk,668845,R,668845,ST,9.0,3.0,0.333,0.25,0.32866666666666666,0.744,0.11099999999999999,70.65714285714286,0.667,7,0.143,0.286,0.571,0.143,0.286,0.3,0.0,2,1,0,0,COL@KC,COL,KC
0,Maikel Garcia,672580,R,672580,CH,47.0,11.0,0.234,0.085,0.2516041666666667,0.59,0.10600000000000001,91.3,0.526,38,0.105,0.5,0.447,0.184,0.316,0.188,0.0,8,2,0,1,COL@KC,KC,COL
1,Maikel Garcia,672580,R,672580,CU,55.0,11.0,0.2,0.08,0.20144642857142855,0.469,0.05499999999999999,86.22093023255815,0.455,43,0.023,0.372,0.442,0.349,0.163,0.214,0.018,8,3,0,0,COL@KC,KC,COL
2,Maikel Garcia,672580,R,672580,FC,73.0,15.0,0.205,0.087,0.25568749999999996,0.573,0.096,89.76833333333335,0.591,60,0.017,0.417,0.583,0.217,0.15,0.173,0.086,8,7,0,0,COL@KC,KC,COL
3,Maikel Garcia,672580,R,672580,FF,244.0,53.0,0.217,0.092,0.28823404255319146,0.637,0.10300000000000001,94.94127906976745,0.626,172,0.052,0.605,0.43,0.32,0.209,0.268,0.132,40,5,4,4,COL@KC,KC,COL
11,Bobby Witt Jr.,677951,R,677951,CH,70.0,24.0,0.343,0.126,0.4366578947368421,1.052,0.314,90.2551724137931,0.552,58,0.069,0.397,0.431,0.259,0.241,0.158,0.066,10,9,2,3,COL@KC,KC,COL
12,Bobby Witt Jr.,677951,R,677951,CU,78.0,24.0,0.308,0.113,0.38049999999999995,0.911,0.282,91.4530303030303,0.535,66,0.152,0.455,0.273,0.303,0.348,0.16,0.025,14,4,0,6,COL@KC,KC,COL
13,Bobby Witt Jr.,677951,R,677951,FC,91.0,32.0,0.352,0.136,0.41393,0.977,0.21899999999999997,88.12658227848101,0.658,79,0.139,0.456,0.43,0.203,0.278,0.129,0.089,22,5,0,5,COL@KC,KC,COL
14,Bobby Witt Jr.,677951,R,677951,FF,282.0,74.0,0.262,0.113,0.38127243589743587,0.913,0.32299999999999995,94.00424528301888,0.686,212,0.212,0.585,0.259,0.236,0.425,0.237,0.082,32,12,11,19,COL@KC,KC,COL
22,Vinnie Pasquantino,686469,R,686469,CH,129.0,28.0,0.217,0.108,0.27495620437956203,0.639,0.163,86.31228070175439,0.44,114,0.061,0.325,0.465,0.167,0.272,0.122,0.058,17,6,0,5,COL@KC,KC,COL
23,Vinnie Pasquantino,686469,R,686469,CU,53.0,13.0,0.245,0.089,0.32574137931034486,0.763,0.20800000000000002,90.79302325581395,0.75,43,0.093,0.535,0.535,0.186,0.186,0.172,0.069,8,2,0,3,COL@KC,KC,COL
24,Vinnie Pasquantino,686469,R,686469,FC,53.0,13.0,0.245,0.055,0.29101818181818184,0.688,0.16999999999999998,87.06200000000001,0.4,50,0.06,0.32,0.18,0.32,0.28,0.055,0.036,8,3,0,2,COL@KC,KC,COL
25,Vinnie Pasquantino,686469,R,686469,FF,208.0,56.0,0.269,0.041,0.3222907488986784,0.741,0.14899999999999997,90.76684491978611,0.429,187,0.064,0.439,0.289,0.305,0.332,0.112,0.082,34,17,1,4,COL@KC,KC,COL
32,Salvador Perez,521692,R,521692,CH,49.0,14.0,0.286,0.242,0.34482692307692303,0.817,0.20400000000000001,91.00571428571428,0.611,35,0.114,0.4,0.4,0.286,0.229,0.269,0.058,10,1,0,3,COL@KC,KC,COL
33,Salvador Perez,521692,R,521692,CU,74.0,14.0,0.189,0.234,0.21012820512820513,0.468,0.05399999999999999,87.12222222222222,0.4,45,0.044,0.333,0.289,0.267,0.4,0.388,0.025,10,4,0,0,COL@KC,KC,COL
34,Salvador Perez,521692,R,521692,FC,81.0,16.0,0.198,0.159,0.24730120481927712,0.587,0.172,90.76666666666667,0.486,69,0.116,0.362,0.42,0.159,0.348,0.145,0.012,10,2,0,4,COL@KC,KC,COL
35,Salvador Perez,521692,R,521692,FF,196.0,48.0,0.245,0.158,0.3254357798165137,0.749,0.189,93.7992700729927,0.582,137,0.168,0.526,0.219,0.321,0.394,0.27,0.068,29,10,0,9,COL@KC,KC,COL
42,Cavan Biggio,624415,R,624415,CH,40.0,7.0,0.175,0.151,0.2641702127659574,0.567,0.10000000000000003,77.74666666666667,0.182,30,0.033,0.1,0.6,0.1,0.267,0.229,0.146,5,1,0,1,COL@KC,KC,COL
43,Cavan Biggio,624415,R,624415,CU,23.0,3.0,0.13,0.115,0.27779310344827585,0.571,0.131,80.21818181818182,0.4,11,0.0,0.273,0.455,0.182,0.273,0.414,0.034,2,0,0,1,COL@KC,KC,COL
45,Cavan Biggio,624415,R,624415,FC,40.0,7.0,0.175,0.099,0.19511904761904764,0.434,0.05000000000000002,86.54642857142858,0.389,28,0.071,0.25,0.321,0.214,0.429,0.302,0.023,5,2,0,0,COL@KC,KC,COL
46,Cavan Biggio,624415,R,624415,FF,197.0,44.0,0.223,0.076,0.3022589285714286,0.684,0.148,87.54930555555556,0.407,144,0.083,0.347,0.292,0.229,0.333,0.238,0.115,31,5,0,8,COL@KC,KC,COL
53,Michael Massey,686681,R,686681,CH,120.0,30.0,0.25,0.135,0.28825203252032516,0.683,0.16699999999999998,86.5030303030303,0.352,99,0.071,0.253,0.414,0.293,0.253,0.177,0.024,19,6,1,4,COL@KC,KC,COL
54,Michael Massey,686681,R,686681,CU,58.0,16.0,0.276,0.095,0.32247540983606554,0.754,0.172,87.26046511627906,0.583,43,0.07,0.419,0.302,0.256,0.302,0.258,0.032,12,1,0,3,COL@KC,KC,COL
55,Michael Massey,686681,R,686681,FC,50.0,12.0,0.24,0.06,0.28513207547169805,0.658,0.14,89.6204081632653,0.517,49,0.061,0.429,0.265,0.408,0.184,0.037,0.037,7,4,0,1,COL@KC,KC,COL
56,Michael Massey,686681,R,686681,FF,227.0,49.0,0.216,0.09,0.3063790322580645,0.717,0.22,89.48306878306877,0.407,189,0.09,0.397,0.291,0.19,0.434,0.157,0.076,25,11,0,13,COL@KC,KC,COL
64,Hunter Renfroe,592669,R,592669,CH,29.0,4.0,0.138,0.077,0.20632258064516126,0.47,0.138,88.24761904761905,0.625,21,0.048,0.381,0.429,0.143,0.238,0.258,0.032,2,1,0,1,COL@KC,KC,COL
65,Hunter Renfroe,592669,R,592669,CU,48.0,8.0,0.167,0.169,0.25929411764705884,0.612,0.229,85.28064516129032,0.316,31,0.032,0.29,0.355,0.129,0.484,0.333,0.039,3,2,0,3,COL@KC,KC,COL
66,Hunter Renfroe,592669,R,592669,FC,59.0,16.0,0.271,0.143,0.3911940298507463,0.934,0.30499999999999994,88.02941176470588,0.478,51,0.157,0.333,0.451,0.137,0.314,0.119,0.119,10,0,0,6,COL@KC,KC,COL
67,Hunter Renfroe,592669,R,592669,FF,158.0,38.0,0.241,0.104,0.33083798882681564,0.765,0.196,91.86299212598425,0.545,127,0.063,0.488,0.346,0.228,0.291,0.178,0.111,19,13,0,6,COL@KC,KC,COL
75,Drew Waters,671221,R,671221,CH,40.0,7.0,0.175,0.25,0.23151162790697674,0.533,0.125,84.94814814814815,0.333,27,0.037,0.296,0.333,0.407,0.259,0.302,0.07,5,0,1,1,COL@KC,KC,COL
76,Drew Waters,671221,R,671221,CU,27.0,3.0,0.111,0.171,0.22715625,0.464,0.111,87.275,0.875,16,0.062,0.562,0.5,0.188,0.312,0.364,0.091,2,0,0,1,COL@KC,KC,COL
77,Drew Waters,671221,R,671221,FC,22.0,7.0,0.318,0.182,0.4238888888888888,0.974,0.22700000000000004,87.59285714285714,0.3,14,0.071,0.214,0.143,0.286,0.429,0.321,0.143,4,2,0,1,COL@KC,KC,COL
78,Drew Waters,671221,R,671221,FF,80.0,22.0,0.275,0.146,0.33838202247191007,0.786,0.16299999999999998,87.87678571428572,0.395,56,0.071,0.357,0.196,0.357,0.411,0.27,0.09,14,5,1,2,COL@KC,KC,COL
85,Kyle Isbel,664728,R,664728,CH,107.0,23.0,0.215,0.113,0.2502272727272727,0.591,0.13999999999999999,82.5468085106383,0.263,94,0.032,0.202,0.479,0.223,0.181,0.118,0.027,15,4,1,3,COL@KC,KC,COL
86,Kyle Isbel,664728,R,664728,CU,64.0,11.0,0.172,0.124,0.19863768115942032,0.435,0.031000000000000028,85.47441860465116,0.636,43,0.0,0.395,0.651,0.14,0.116,0.304,0.058,9,2,0,0,COL@KC,KC,COL
88,Kyle Isbel,664728,R,664728,FC,46.0,10.0,0.217,0.072,0.28687999999999997,0.66,0.17400000000000002,86.52564102564102,0.45,39,0.0,0.333,0.359,0.282,0.231,0.173,0.038,5,2,3,0,COL@KC,KC,COL
89,Kyle Isbel,664728,R,664728,FF,201.0,54.0,0.269,0.061,0.35699553571428566,0.834,0.22899999999999998,86.70602409638555,0.46,166,0.084,0.386,0.325,0.253,0.271,0.175,0.1,28,15,2,9,COL@KC,KC,COL
0,Brice Turang,668930,R,668930,CH,137.0,29.0,0.212,0.088,0.21798550724637683,0.51,0.087,79.17272727272727,0.222,121,0.033,0.165,0.554,0.198,0.174,0.141,0.007,24,1,1,3,MIL@SF,MIL,SF
2,Brice Turang,668930,R,668930,CU,80.0,17.0,0.212,0.063,0.2551294117647059,0.597,0.12600000000000003,87.72833333333332,0.36,60,0.017,0.317,0.55,0.283,0.133,0.235,0.059,11,2,4,0,MIL@SF,MIL,SF
4,Brice Turang,668930,R,668930,FC,67.0,25.0,0.373,0.073,0.4284594594594594,0.992,0.20899999999999996,86.48125,0.375,64,0.078,0.375,0.484,0.25,0.25,0.09,0.077,19,2,0,4,MIL@SF,MIL,SF
5,Brice Turang,668930,R,668930,FF,253.0,67.0,0.265,0.086,0.3201076388888888,0.721,0.10699999999999998,89.05309278350515,0.339,194,0.031,0.34,0.376,0.294,0.284,0.216,0.12,50,12,0,5,MIL@SF,MIL,SF
7,Brice Turang,668930,R,668930,PO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,MIL@SF,MIL,SF
9,Brice Turang,668930,R,668930,SI,105.0,33.0,0.314,0.047,0.3695655737704918,0.848,0.124,87.58876404494382,0.381,89,0.034,0.393,0.517,0.303,0.169,0.131,0.139,23,8,1,1,MIL@SF,MIL,SF
10,Brice Turang,668930,R,668930,SL,118.0,29.0,0.246,0.102,0.25972,0.591,0.059,87.70104166666665,0.347,96,0.052,0.354,0.438,0.177,0.333,0.183,0.04,24,4,0,1,MIL@SF,MIL,SF
13,Sal Frelick,686217,R,686217,CH,87.0,19.0,0.218,0.08,0.22813483146067415,0.532,0.08099999999999999,80.896,0.273,75,0.013,0.187,0.6,0.213,0.08,0.144,0.022,15,2,1,1,MIL@SF,MIL,SF
14,Sal Frelick,686217,R,686217,CU,43.0,9.0,0.209,0.059,0.19965909090909092,0.46,0.02400000000000002,73.5909090909091,0.0,33,0.0,0.091,0.636,0.242,0.061,0.227,0.023,8,1,0,0,MIL@SF,MIL,SF
16,Sal Frelick,686217,R,686217,FC,62.0,22.0,0.355,0.047,0.4198356164383561,0.978,0.17700000000000005,83.77592592592592,0.286,54,0.037,0.296,0.389,0.259,0.259,0.108,0.149,15,4,2,1,MIL@SF,MIL,SF
17,Sal Frelick,686217,R,686217,FF,210.0,63.0,0.3,0.056,0.33322553191489357,0.757,0.08600000000000002,84.68196721311475,0.286,183,0.016,0.251,0.404,0.306,0.191,0.122,0.101,48,13,1,1,MIL@SF,MIL,SF
20,Sal Frelick,686217,R,686217,SI,78.0,21.0,0.269,0.023,0.3220659340659341,0.716,0.07699999999999996,86.68088235294118,0.333,68,0.029,0.265,0.632,0.206,0.103,0.12,0.141,16,4,1,0,MIL@SF,MIL,SF
21,Sal Frelick,686217,R,686217,SL,77.0,15.0,0.195,0.067,0.2529883720930232,0.565,0.09099999999999997,80.60526315789474,0.286,57,0.0,0.175,0.526,0.175,0.193,0.233,0.081,12,0,2,1,MIL@SF,MIL,SF
24,Christian Yelich,592885,R,592885,CH,95.0,29.0,0.305,0.127,0.33755555555555555,0.796,0.15800000000000003,91.0,0.548,79,0.076,0.468,0.595,0.253,0.139,0.162,0.04,20,6,0,3,MIL@SF,MIL,SF
26,Christian Yelich,592885,R,592885,CU,69.0,14.0,0.203,0.162,0.27217567567567563,0.634,0.174,91.76304347826088,0.591,46,0.13,0.457,0.5,0.174,0.304,0.311,0.054,8,3,0,3,MIL@SF,MIL,SF
27,Christian Yelich,592885,R,592885,FC,79.0,21.0,0.266,0.12,0.3323033707865169,0.766,0.15199999999999997,89.14545454545456,0.5,66,0.045,0.379,0.591,0.152,0.182,0.146,0.09,16,1,1,3,MIL@SF,MIL,SF
28,Christian Yelich,592885,R,592885,FF,198.0,70.0,0.354,0.073,0.44435593220338987,1.05,0.242,91.88509316770187,0.566,161,0.106,0.516,0.472,0.292,0.224,0.16,0.16,44,14,2,10,MIL@SF,MIL,SF
31,Christian Yelich,592885,R,592885,SI,78.0,22.0,0.282,0.057,0.40869696969696967,0.947,0.23100000000000004,92.29354838709678,0.72,62,0.129,0.613,0.581,0.242,0.161,0.162,0.212,10,9,0,3,MIL@SF,MIL,SF
32,Christian Yelich,592885,R,592885,SL,80.0,25.0,0.312,0.188,0.3952173913043478,0.923,0.21300000000000002,94.84042553191489,0.75,47,0.149,0.617,0.532,0.234,0.191,0.366,0.129,14,8,0,3,MIL@SF,MIL,SF
35,Rhys Hoskins,656555,R,656555,CH,21.0,7.0,0.333,0.135,0.43999999999999995,1.058,0.334,91.425,0.545,16,0.188,0.438,0.188,0.312,0.375,0.217,0.043,4,1,0,2,MIL@SF,MIL,SF
36,Rhys Hoskins,656555,R,656555,CU,29.0,5.0,0.172,0.113,0.25829032258064516,0.605,0.20700000000000002,84.94444444444444,0.5,18,0.222,0.278,0.389,0.278,0.278,0.355,0.065,1,3,0,1,MIL@SF,MIL,SF
38,Rhys Hoskins,656555,R,656555,FC,31.0,8.0,0.258,0.074,0.37442857142857144,0.891,0.29000000000000004,90.272,0.714,25,0.08,0.48,0.4,0.24,0.32,0.171,0.114,5,0,0,3,MIL@SF,MIL,SF
39,Rhys Hoskins,656555,R,656555,FF,98.0,21.0,0.214,0.13,0.34443362831858404,0.806,0.276,93.61746031746031,0.63,63,0.159,0.54,0.206,0.19,0.54,0.316,0.114,10,3,0,8,MIL@SF,MIL,SF
41,Rhys Hoskins,656555,R,656555,SI,79.0,21.0,0.266,0.057,0.3283695652173913,0.729,0.10099999999999998,85.91904761904762,0.531,63,0.095,0.365,0.365,0.302,0.206,0.181,0.106,17,2,0,2,MIL@SF,MIL,SF
42,Rhys Hoskins,656555,R,656555,SL,75.0,13.0,0.173,0.176,0.25775,0.576,0.14700000000000002,87.70238095238095,0.524,42,0.095,0.381,0.381,0.167,0.333,0.407,0.105,8,2,0,3,MIL@SF,MIL,SF
45,Jake Bauers,641343,R,641343,CH,64.0,11.0,0.172,0.142,0.23897368421052634,0.491,0.016000000000000014,87.51891891891891,0.357,37,0.027,0.324,0.622,0.189,0.189,0.355,0.158,10,1,0,0,MIL@SF,MIL,SF
46,Jake Bauers,641343,R,641343,CU,52.0,6.0,0.115,0.135,0.19735714285714284,0.444,0.15400000000000003,87.46774193548387,0.632,31,0.097,0.419,0.323,0.355,0.258,0.386,0.053,2,2,0,2,MIL@SF,MIL,SF
48,Jake Bauers,641343,R,641343,FC,43.0,14.0,0.326,0.127,0.4402857142857142,1.059,0.325,90.28787878787878,0.478,33,0.182,0.485,0.212,0.242,0.455,0.204,0.122,8,2,0,4,MIL@SF,MIL,SF
49,Jake Bauers,641343,R,641343,FF,162.0,37.0,0.228,0.131,0.3491170212765958,0.816,0.253,92.01089108910891,0.641,101,0.178,0.564,0.238,0.267,0.366,0.324,0.133,17,9,1,10,MIL@SF,MIL,SF
52,Jake Bauers,641343,R,641343,SI,65.0,17.0,0.262,0.072,0.3808904109589041,0.907,0.30699999999999994,91.74782608695651,0.655,46,0.239,0.5,0.37,0.261,0.37,0.27,0.108,8,3,1,5,MIL@SF,MIL,SF
53,Jake Bauers,641343,R,641343,SL,74.0,13.0,0.176,0.211,0.26106097560975605,0.594,0.16200000000000003,85.79705882352941,0.55,34,0.118,0.441,0.294,0.294,0.294,0.488,0.073,7,3,0,3,MIL@SF,MIL,SF
56,Joey Ortiz,687401,R,687401,CH,12.0,3.0,0.25,0.145,0.2509230769230769,0.536,0.0,87.96000000000001,0.333,10,0.0,0.4,0.6,0.1,0.2,0.214,0.071,3,0,0,0,MIL@SF,MIL,SF
57,Joey Ortiz,687401,R,687401,CU,23.0,6.0,0.261,0.122,0.25721739130434784,0.609,0.08699999999999997,81.925,0.429,16,0.0,0.312,0.5,0.25,0.188,0.304,0.0,4,2,0,0,MIL@SF,MIL,SF
59,Joey Ortiz,687401,R,687401,FC,23.0,4.0,0.174,0.058,0.20828,0.457,0.04300000000000001,82.54705882352941,0.143,17,0.0,0.235,0.529,0.176,0.235,0.24,0.08,3,1,0,0,MIL@SF,MIL,SF
60,Joey Ortiz,687401,R,687401,FF,107.0,27.0,0.252,0.075,0.36112698412698413,0.842,0.22499999999999998,92.26666666666667,0.62,81,0.086,0.543,0.296,0.296,0.321,0.206,0.151,12,9,3,3,MIL@SF,MIL,SF
63,Joey Ortiz,687401,R,687401,SI,107.0,23.0,0.215,0.016,0.25298333333333334,0.547,0.037000000000000005,83.45757575757575,0.333,99,0.02,0.313,0.717,0.152,0.091,0.082,0.09,19,4,0,0,MIL@SF,MIL,SF
64,Joey Ortiz,687401,R,687401,SL,66.0,15.0,0.227,0.089,0.2846756756756756,0.64,0.10600000000000001,87.64181818181818,0.5,55,0.055,0.382,0.455,0.218,0.182,0.16,0.107,11,2,1,1,MIL@SF,MIL,SF
67,Garrett Mitchell,669003,R,669003,CH,39.0,10.0,0.256,0.169,0.27864999999999995,0.66,0.129,82.06129032258065,0.143,31,0.0,0.161,0.516,0.258,0.194,0.2,0.025,6,3,1,0,MIL@SF,MIL,SF
68,Garrett Mitchell,669003,R,669003,CU,29.0,6.0,0.207,0.196,0.34583870967741936,0.844,0.379,89.43809523809524,0.556,21,0.19,0.381,0.524,0.238,0.19,0.258,0.065,2,0,1,3,MIL@SF,MIL,SF
70,Garrett Mitchell,669003,R,669003,FC,20.0,8.0,0.4,0.084,0.4975,1.205,0.35,86.22666666666667,0.583,15,0.067,0.467,0.2,0.467,0.333,0.227,0.091,5,1,0,2,MIL@SF,MIL,SF
71,Garrett Mitchell,669003,R,669003,FF,95.0,21.0,0.221,0.172,0.3244954954954955,0.741,0.18999999999999997,92.23,0.733,50,0.12,0.62,0.38,0.3,0.3,0.411,0.134,11,5,2,3,MIL@SF,MIL,SF
74,Garrett Mitchell,669003,R,669003,SI,39.0,10.0,0.256,0.076,0.31786666666666663,0.715,0.10299999999999998,88.62,0.5,25,0.08,0.4,0.6,0.24,0.16,0.311,0.133,6,4,0,0,MIL@SF,MIL,SF
75,Garrett Mitchell,669003,R,669003,SL,30.0,6.0,0.2,0.184,0.2779428571428571,0.614,0.09999999999999998,87.30555555555556,0.6,18,0.056,0.389,0.722,0.222,0.056,0.343,0.143,4,1,1,0,MIL@SF,MIL,SF
78,Vinny Capra,681962,R,681962,CU,3.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0,3,0.0,0.0,0.333,0.0,0.667,0.0,0.0,0,0,0,0,MIL@SF,MIL,SF
79,Vinny Capra,681962,R,681962,FC,5.0,0.0,0.0,0.2,0.0,0.0,0.0,61.525,0.0,4,0.0,0.0,0.75,0.0,0.0,0.2,0.0,0,0,0,0,MIL@SF,MIL,SF
80,Vinny Capra,681962,R,681962,FF,5.0,0.0,0.0,0.067,0.0,0.0,0.0,84.275,0.0,4,0.0,0.25,0.25,0.25,0.25,0.2,0.0,0,0,0,0,MIL@SF,MIL,SF
82,Vinny Capra,681962,R,681962,SI,3.0,1.0,0.333,0.033,0.4497999999999999,0.933,0.0,84.89999999999999,0.5,3,0.0,0.333,0.333,0.667,0.0,0.0,0.4,1,0,0,0,MIL@SF,MIL,SF
83,Vinny Capra,681962,R,681962,SL,7.0,1.0,0.143,0.333,0.12214285714285714,0.286,0.0,73.4,0.0,2,0.0,0.0,0.5,0.0,0.0,0.714,0.0,1,0,0,0,MIL@SF,MIL,SF
85,Eric Haase,606992,R,606992,CH,13.0,5.0,0.385,0.216,0.4482307692307692,1.077,0.30699999999999994,84.2375,0.6,8,0.125,0.5,0.125,0.375,0.25,0.385,0.0,3,1,0,1,MIL@SF,MIL,SF
86,Eric Haase,606992,R,606992,CU,21.0,4.0,0.19,0.165,0.16285714285714287,0.38,0.0,86.45833333333333,0.4,12,0.0,0.333,0.583,0.25,0.167,0.429,0.0,4,0,0,0,MIL@SF,MIL,SF
